gutenberg_author_id,gutenberg_id,title,author,language,gutenberg_bookshelf,rights,has_text,birthdate,deathdate
48,8763,The Land That Time Forgot,"Burroughs, Edgar Rice",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1875,1950
48,8764,The People That Time Forgot,"Burroughs, Edgar Rice",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1875,1950
48,64,The Gods of Mars,"Burroughs, Edgar Rice",en,Science Fiction,Public domain in the USA.,TRUE,1875,1950
48,19515,A Princess of Mars,"Burroughs, Edgar Rice",en,Science Fiction,Public domain in the USA.,TRUE,1875,1950
48,149,The Lost Continent,"Burroughs, Edgar Rice",en,Science Fiction,Public domain in the USA.,FALSE,1875,1950
48,8748,A Princess of Mars,"Burroughs, Edgar Rice",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1875,1950
48,8757,At the Earth's Core,"Burroughs, Edgar Rice",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1875,1950
48,8751,"Thuvia, Maid of Mars","Burroughs, Edgar Rice",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1875,1950
48,8750,Warlord of Mars,"Burroughs, Edgar Rice",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1875,1950
48,605,Pellucidar,"Burroughs, Edgar Rice",en,Science Fiction,Public domain in the USA.,TRUE,1875,1950
48,8762,The Outlaw of Torn,"Burroughs, Edgar Rice",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1875,1950
48,8749,The Gods of Mars,"Burroughs, Edgar Rice",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1875,1950
48,20802,Ĉe la koro de la tero,"Burroughs, Edgar Rice",eo,Esperanto/Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,TRUE,1875,1950
53,7247,"A Connecticut Yankee in King Arthur's Court, Part 6.","Twain, Mark",en,Precursors of Science Fiction,Public domain in the USA.,TRUE,1835,1910
53,7249,"A Connecticut Yankee in King Arthur's Court, Part 8.","Twain, Mark",en,Precursors of Science Fiction,Public domain in the USA.,TRUE,1835,1910
53,7246,"A Connecticut Yankee in King Arthur's Court, Part 5.","Twain, Mark",en,Precursors of Science Fiction,Public domain in the USA.,TRUE,1835,1910
53,7250,"A Connecticut Yankee in King Arthur's Court, Part 9.","Twain, Mark",en,Precursors of Science Fiction,Public domain in the USA.,TRUE,1835,1910
53,7248,"A Connecticut Yankee in King Arthur's Court, Part 7.","Twain, Mark",en,Precursors of Science Fiction,Public domain in the USA.,TRUE,1835,1910
53,7243,"A Connecticut Yankee in King Arthur's Court, Part 2.","Twain, Mark",en,Precursors of Science Fiction,Public domain in the USA.,TRUE,1835,1910
53,19506,A Connecticut Yankee in King Arthur's Court,"Twain, Mark",en,Precursors of Science Fiction,Public domain in the USA.,TRUE,1835,1910
53,86,A Connecticut Yankee in King Arthur's Court,"Twain, Mark",en,Precursors of Science Fiction/Arthurian Legends,Public domain in the USA.,TRUE,1835,1910
53,7245,"A Connecticut Yankee in King Arthur's Court, Part 4.","Twain, Mark",en,Precursors of Science Fiction,Public domain in the USA.,TRUE,1835,1910
53,7244,"A Connecticut Yankee in King Arthur's Court, Part 3.","Twain, Mark",en,Precursors of Science Fiction,Public domain in the USA.,TRUE,1835,1910
53,7242,"A Connecticut Yankee in King Arthur's Court, Part 1.","Twain, Mark",en,Precursors of Science Fiction,Public domain in the USA.,TRUE,1835,1910
60,11393,20.000 Mijlen onder Zee: Westelijk Halfrond,"Verne, Jules",nl,Science Fiction,Public domain in the USA.,TRUE,1828,1905
60,4791,Voyage au Centre de la Terre,"Verne, Jules",fr,Science Fiction/FR Littérature/FR Science fiction,Public domain in the USA.,TRUE,1828,1905
60,46111,Autour de la lune,"Verne, Jules",fr,FR Jeunesse/FR Littérature/FR Science fiction,Public domain in the USA.,FALSE,1828,1905
60,1268,The Mysterious Island,"Verne, Jules",en,Science Fiction,Public domain in the USA.,TRUE,1828,1905
60,4548,Cinq Semaines En Ballon,"Verne, Jules",fr,FR Littérature/FR Science fiction,Public domain in the USA.,TRUE,1828,1905
60,5096,Vingt Mille Lieues Sous Les Mers — Part 2,"Verne, Jules",fr,Science Fiction/FR Littérature/FR Science fiction,Public domain in the USA.,TRUE,1828,1905
60,4717,Autour de la Lune,"Verne, Jules",fr,Science Fiction/FR Littérature/FR Science fiction,Public domain in the USA.,TRUE,1828,1905
60,19362,In the Year 2889,"Verne, Jules",en,Science Fiction,Public domain in the USA.,TRUE,1828,1905
60,11205,20.000 Mijlen onder Zee: Oostelijk Halfrond,"Verne, Jules",nl,Science Fiction,Public domain in the USA.,TRUE,1828,1905
60,20000,Twenty Thousand Leagues Under the Sea,"Verne, Jules",en,Science Fiction,Public domain in the USA.,FALSE,1828,1905
60,8984,Off on a Comet,"Verne, Jules",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1828,1905
60,3748,A Journey into the Interior of the Earth,"Verne, Jules",en,Best Books Ever Listings/Science Fiction,Public domain in the USA.,TRUE,1828,1905
60,8993,The Mysterious Island,"Verne, Jules",en,Movie Books/Science Fiction,Public domain in the USA.,TRUE,1828,1905
60,10349,Naar het middelpunt der Aarde,"Verne, Jules",nl,Science Fiction,Public domain in the USA.,TRUE,1828,1905
60,1353,Off on a Comet! a Journey through Planetary Space,"Verne, Jules",en,Science Fiction,Public domain in the USA.,TRUE,1828,1905
60,16826,Face au drapeau,"Verne, Jules",fr,FR Littérature/FR Science fiction,Public domain in the USA.,TRUE,1828,1905
60,12901,The Moon-Voyage,"Verne, Jules",en,Science Fiction,Public domain in the USA.,TRUE,1828,1905
60,799,De la terre à la lune: trajet direct en 97 heures 20 minutes,"Verne, Jules",fr,Science Fiction/FR Littérature/FR Science fiction,Public domain in the USA.,FALSE,1828,1905
60,8983,A Journey to the Interior of the Earth,"Verne, Jules",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1828,1905
60,2488,Twenty Thousand Leagues Under the Seas: An Underwater Tour of the World,"Verne, Jules",en,Movie Books/Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1828,1905
60,22580,"Het Geheimzinnige Eiland
De Verlatene","Verne, Jules",nl,Science Fiction,Public domain in the USA.,TRUE,1828,1905
60,83,"From the Earth to the Moon; and, Round the Moon","Verne, Jules",en,Movie Books/Science Fiction,Public domain in the USA.,FALSE,1828,1905
60,16457,All Around the Moon,"Verne, Jules",en,Science Fiction,Public domain in the USA.,TRUE,1828,1905
60,5095,Vingt Mille Lieues Sous Les Mers — Part 1,"Verne, Jules",fr,Science Fiction/FR Littérature/FR Science fiction,Public domain in the USA.,TRUE,1828,1905
60,18857,A Journey to the Centre of the Earth,"Verne, Jules",en,Movie Books/Science Fiction,Public domain in the USA.,TRUE,1828,1905
60,6538,"20,000 Leagues under the Sea","Verne, Jules",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1828,1905
60,16827,Le village aérien,"Verne, Jules",fr,FR Littérature/FR Science fiction,Public domain in the USA.,TRUE,1828,1905
60,12533,Sans dessus dessous,"Verne, Jules",fr,FR Littérature/FR Science fiction,Public domain in the USA.,FALSE,1828,1905
60,38674,"De la terre à la lune, trajet direct en 97 heures 20 minutes","Verne, Jules",fr,Science Fiction/FR Jeunesse/FR Littérature/FR Science fiction,Public domain in the USA.,TRUE,1828,1905
60,164,Twenty Thousand Leagues under the Sea,"Verne, Jules",en,Science Fiction,Public domain in the USA.,TRUE,1828,1905
60,4968,Les Cinq Cents Millions De La Bégum,"Verne, Jules",fr,FR Littérature/FR Science fiction,Public domain in the USA.,TRUE,1828,1905
60,14287,L'île mystérieuse,"Verne, Jules",fr,Science Fiction/FR Littérature/FR Science fiction,Public domain in the USA.,FALSE,1828,1905
60,5097,Vingt mille Lieues Sous Les Mers — Complete,"Verne, Jules",fr,Science Fiction/FR Littérature/FR Science fiction,Public domain in the USA.,TRUE,1828,1905
60,5126,Robur-le-conquérant,"Verne, Jules",fr,FR Littérature/FR Science fiction,Public domain in the USA.,FALSE,1828,1905
60,17798,L'île à hélice,"Verne, Jules",fr,FR Littérature/FR Science fiction,Public domain in the USA.,TRUE,1828,1905
60,54873,Vingt mille lieues sous les mers,"Verne, Jules",fr,FR Jeunesse/FR Littérature/FR Science fiction,Public domain in the USA.,TRUE,1828,1905
60,8986,From the Earth to the Moon,"Verne, Jules",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1828,1905
60,19513,A Journey to the Center of the Earth,"Verne, Jules",en,Science Fiction,Public domain in the USA.,TRUE,1828,1905
61,41445,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",en,Precursors of Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE,1797,1851
61,20038,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",en,Science Fiction by Women/Precursors of Science Fiction/Movie Books,Public domain in the USA.,FALSE,1797,1851
61,6542,Frankenstein,"Shelley, Mary Wollstonecraft",en,Science Fiction by Women/Precursors of Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1797,1851
61,62405,"Frankenstein, ou le Prométhée moderne Volume 2 (of 3)","Shelley, Mary Wollstonecraft",fr,FR Littérature/FR Science fiction/FR Nouveautés,Public domain in the USA.,FALSE,1797,1851
61,42324,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",en,Precursors of Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE,1797,1851
61,62404,"Frankenstein, ou le Prométhée moderne Volume 1 (of 3)","Shelley, Mary Wollstonecraft",fr,FR Littérature/FR Science fiction/FR Nouveautés,Public domain in the USA.,FALSE,1797,1851
61,62406,"Frankenstein, ou le Prométhée moderne Volume 3 (of 3)","Shelley, Mary Wollstonecraft",fr,FR Littérature/FR Science fiction/FR Nouveautés,Public domain in the USA.,FALSE,1797,1851
61,18247,The Last Man,"Shelley, Mary Wollstonecraft",en,Precursors of Science Fiction/Science Fiction by Women,Public domain in the USA.,TRUE,1797,1851
61,84,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",en,Precursors of Science Fiction/Gothic Fiction/Movie Books/Science Fiction by Women,Public domain in the USA.,FALSE,1797,1851
64,201,Flatland: A Romance of Many Dimensions,"Abbott, Edwin Abbott",en,Science Fiction/Mathematics,Public domain in the USA.,TRUE,1838,1926
64,97,Flatland: A Romance of Many Dimensions,"Abbott, Edwin Abbott",en,Science Fiction/Mathematics,Public domain in the USA.,TRUE,1838,1926
69,8613,The Poison Belt,"Doyle, Arthur Conan",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1859,1930
69,139,The Lost World,"Doyle, Arthur Conan",en,Science Fiction,Public domain in the USA.,TRUE,1859,1930
69,126,The Poison Belt,"Doyle, Arthur Conan",en,Science Fiction,Public domain in the USA.,TRUE,1859,1930
69,8614,The Lost World,"Doyle, Arthur Conan",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1859,1930
116,29919,"Astounding Stories of Super-Science, November, 1930",Various,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,NA,NA
116,30452,"Astounding Stories,  April, 1931",Various,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,NA,NA
116,46535,"The Fantasy Fan, December 1933
The Fans' Own Magazine",Various,en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
116,29255,Astounding Stories of Super-Science September 1930,Various,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,NA,NA
116,31893,"Astounding Stories, June, 1931",Various,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,NA,NA
116,46222,"The Fantasy Fan, September 1933
The Fan's Own Magazine",Various,en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
116,33016,"Astounding Stories,  August, 1931",Various,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,NA,NA
116,49511,"The Fantasy Fan, April 1934
The Fan's Own Magazine",Various,en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
116,46339,"The Fantasy Fan, October 1933
The Fan's Own Magazine",Various,en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
116,29809,"Astounding Stories of Super-Science, May, 1930",Various,en,Science Fiction/Astounding Stories/Science Fiction by Women,Public domain in the USA.,TRUE,NA,NA
116,46534,"The Fantasy Fan, November 1933
The Fans' Own Magazine",Various,en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
116,31168,"Astounding Stories, July, 1931",Various,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,NA,NA
116,30177,Astounding Stories of Super-Science January 1931,Various,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,NA,NA
116,29882,"Astounding Stories of Super-Science, October, 1930",Various,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,NA,NA
116,29768,"Astounding Stories of Super-Science, August 1930",Various,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,NA,NA
116,29848,"Astounding Stories of Super-Science, June, 1930",Various,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,NA,NA
116,28617,Astounding Stories of Super-Science February 1930,Various,en,Science Fiction/Astounding Stories/Science Fiction by Women,Public domain in the USA.,TRUE,NA,NA
116,30532,"Astounding Stories, May, 1931",Various,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,NA,NA
116,41651,"Futuria Fantasia, Spring 1940",Various,en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
116,30166,"Astounding Stories, March, 1931",Various,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,NA,NA
116,30124,"Astounding Stories, February, 1931",Various,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,NA,NA
116,29198,Astounding Stories of Super-Science July 1930,Various,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,NA,NA
116,30691,"Astounding Stories of Super-Science, December 1930",Various,en,Science Fiction/Astounding Stories/Science Fiction by Women,Public domain in the USA.,TRUE,NA,NA
116,46615,"The Fantasy Fan, January 1934
The Fans' Own Magazine",Various,en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
116,46616,"The Fantasy Fan, February 1934
The Fans' Own Magazine",Various,en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
116,29607,"Astounding Stories of Super-Science, March 1930",Various,en,Science Fiction/Astounding Stories,Public domain in the USA.,TRUE,NA,NA
116,48866,"The Fantasy Fan, March 1934
The Fans' Own Magazine",Various,en,Science Fiction,Public domain in the USA.,FALSE,NA,NA
132,29135,"With the Night Mail: A Story of 2000 A.D.
(Together with extracts from the comtemporary magazine in which it appeared)","Kipling, Rudyard",en,Science Fiction,Public domain in the USA.,TRUE,1865,1936
216,43734,Relation d'un voyage du Pole Arctique au Pole Antarctique par le centre du monde,Anonymous,fr,FR Science fiction,Public domain in the USA.,TRUE,NA,NA
229,13944,"After London; Or, Wild England","Jefferies, Richard",en,Best Books Ever Listings/Precursors of Science Fiction/United Kingdom,Public domain in the USA.,TRUE,1848,1887
317,604,Gulliver of Mars,"Arnold, Edwin Lester",en,Fantasy/Science Fiction,Public domain in the USA.,TRUE,1857,1935
326,42648,Les voyages de Gulliver,"Swift, Jonathan",fr,FR Humour/Best Books Ever Listings/FR Littérature/FR Science fiction,Public domain in the USA.,FALSE,1667,1745
327,7303,Equality,"Bellamy, Edward",en,Science Fiction,Public domain in the USA.,TRUE,1850,1898
327,6903,Miss Ludington's Sister,"Bellamy, Edward",en,Science Fiction,Public domain in the USA.,TRUE,1850,1898
327,624,"Looking Backward, 2000 to 1887","Bellamy, Edward",en,Science Fiction,Public domain in the USA.,TRUE,1850,1898
327,22701,"The Blindman's World
1898","Bellamy, Edward",en,Science Fiction,Public domain in the USA.,TRUE,1850,1898
327,7052,Dr. Heidenhoff's Process,"Bellamy, Edward",en,Science Fiction,Public domain in the USA.,TRUE,1850,1898
403,3479,The Metal Monster,"Merritt, Abraham",en,Science Fiction,Public domain in the USA.,TRUE,1884,1943
403,765,The Moon Pool,"Merritt, Abraham",en,Science Fiction,Public domain in the USA.,TRUE,1884,1943
484,7401,A Crystal Age,"Hudson, W. H. (William Henry)",en,Precursors of Science Fiction,Public domain in the USA.,TRUE,1841,1922
496,13716,A Trip to Venus: A Novel,"Munro, John",en,Science Fiction,Public domain in the USA.,TRUE,1849,1930
572,1250,Anthem,"Rand, Ayn",en,Science Fiction/Science Fiction by Women,Public domain in the USA.,FALSE,1905,1982
585,26856,Solander's Radio Tomb,"Butler, Ellis Parker",en,Science Fiction,Public domain in the USA.,TRUE,1869,1937
604,1329,A Voyage to Arcturus,"Lindsay, David",en,Best Books Ever Listings/Science Fiction,Public domain in the USA.,TRUE,1876,1945
668,19174,The Man Who Rocked the Earth,"Wood, Robert Williams",en,Science Fiction,Public domain in the USA.,TRUE,1868,1955
671,1607,A Journey in Other Worlds: A Romance of the Future,"Astor, John Jacob",en,Science Fiction,Public domain in the USA.,TRUE,1864,1912
761,1951,The Coming Race,"Lytton, Edward Bulwer Lytton, Baron",en,Best Books Ever Listings/Precursors of Science Fiction,Public domain in the USA.,TRUE,1803,1873
771,1981,Le droit de lire,"Stallman, Richard",fr,FR Science fiction,Copyrighted. Read the copyright notice inside this book for details.,TRUE,1953,NA
913,4649,Micromégas,Voltaire,fr,Precursors of Science Fiction/FR Littérature,Public domain in the USA.,TRUE,1694,1778
946,32272,Insidekick,"Bone, Jesse F. (Jesse Franklin)",en,Science Fiction,Public domain in the USA.,TRUE,1916,2006
946,31701,Noble Redman,"Bone, Jesse F. (Jesse Franklin)",en,Science Fiction,Public domain in the USA.,TRUE,1916,2006
946,50904,On the Fourth Planet,"Bone, Jesse F. (Jesse Franklin)",en,Science Fiction,Public domain in the USA.,TRUE,1916,2006
946,51852,Founding Father,"Bone, Jesse F. (Jesse Franklin)",en,Science Fiction,Public domain in the USA.,TRUE,1916,2006
946,32237,Assassin,"Bone, Jesse F. (Jesse Franklin)",en,Science Fiction,Public domain in the USA.,TRUE,1916,2006
946,26772,A Question of Courage,"Bone, Jesse F. (Jesse Franklin)",en,Science Fiction,Public domain in the USA.,TRUE,1916,2006
946,29271,The Issahar Artifacts,"Bone, Jesse F. (Jesse Franklin)",en,Science Fiction,Public domain in the USA.,TRUE,1916,2006
946,51395,Survival Type,"Bone, Jesse F. (Jesse Franklin)",en,Science Fiction,Public domain in the USA.,TRUE,1916,2006
946,26332,A Prize for Edie,"Bone, Jesse F. (Jesse Franklin)",en,Science Fiction,Public domain in the USA.,TRUE,1916,2006
946,32124,To Choke an Ocean,"Bone, Jesse F. (Jesse Franklin)",en,Science Fiction,Public domain in the USA.,TRUE,1916,2006
946,2509,The Lani People,"Bone, Jesse F. (Jesse Franklin)",en,Science Fiction,Public domain in the USA.,TRUE,1916,2006
946,26206,Pandemic,"Bone, Jesse F. (Jesse Franklin)",en,Science Fiction,Public domain in the USA.,TRUE,1916,2006
1011,18257,The Universe — or Nothing,"Moldeven, Meyer",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,TRUE,1917,NA
1042,2820,La Fin Des Livres,"Uzanne, Octave",en/fr,FR Science fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1851,1931
1043,2820,La Fin Des Livres,"Robida, Albert",en/fr,FR Science fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,1848,1926
1043,35103,Le Vingtième Siècle: La Vie Électrique,"Robida, Albert",fr,Precursors of Science Fiction/Science Fiction/FR Science fiction,Public domain in the USA.,TRUE,1848,1926
1288,27730,The Doomsman,"Sutphen, Van Tassel",en,Science Fiction,Public domain in the USA.,TRUE,1861,1945
1432,4290,The Dominion in 1983,"Centennius, Ralph",en,Precursors of Science Fiction,Public domain in the USA.,TRUE,NA,NA
1591,4920,The Blind Spot,"Hall, Austin",en,Science Fiction,Public domain in the USA.,TRUE,1882,1933
1592,4920,The Blind Spot,"Flint, Homer Eon",en,Science Fiction,Public domain in the USA.,TRUE,1888,1924
1592,5965,The Devolutionist and the Emancipatrix,"Flint, Homer Eon",en,Science Fiction,Public domain in the USA.,TRUE,1888,1924
1592,5703,The Lord of Death and the Queen of Life,"Flint, Homer Eon",en,Science Fiction,Public domain in the USA.,TRUE,1888,1924
1592,5699,The Emancipatrix,"Flint, Homer Eon",en,Science Fiction,Public domain in the USA.,TRUE,1888,1924
1616,8681,The Face and the Mask,"Barr, Robert",en,Science Fiction,Public domain in the USA.,TRUE,1850,1912
1625,7473,"Lost on the Moon; Or, in Quest of the Field of Diamonds","Rockwood, Roy",en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
1625,6714,"Dave Dashaway and His Hydroplane; Or, Daring Adventures over the Great Lake","Rockwood, Roy",en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
1625,19731,"Under the Ocean to the South Pole; Or, the Strange Cruise of the Submarine Wonder","Rockwood, Roy",en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
1625,6717,"Through Space to Mars; Or, the Longest Journey on Record","Rockwood, Roy",en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
1625,6468,"On a Torn-Away World; Or, the Captives of the Great Earthquake","Rockwood, Roy",en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
1625,8612,"Through Space to Mars; Or, the Longest Journey on Record","Rockwood, Roy",en,Science Fiction,Copyrighted. Read the copyright notice inside this book for details.,FALSE,NA,NA
1625,20132,"The Wizard of the Sea; Or, A Trip Under the Ocean","Rockwood, Roy",en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
1625,4994,"Five Thousand Miles Underground; Or, the Mystery of the Centre of the Earth","Rockwood, Roy",en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
1625,14665,"Through the Air to the North Pole
Or, The Wonderful Cruise of the Electric Monarch","Rockwood, Roy",en,Science Fiction,Public domain in the USA.,TRUE,NA,NA
1756,19174,The Man Who Rocked the Earth,"Train, Arthur Cheney",en,Science Fiction,Public domain in the USA.,TRUE,1875,1945
1992,23678,Tales of Fantasy and Fact,"Matthews, Brander",en,Science Fiction,Public domain in the USA.,TRUE,1852,1929
1997,6585,The Works of Lucian of Samosata — Volume 02,"Lucian, of Samosata",en,Precursors of Science Fiction,Public domain in the USA.,TRUE,120,180
1997,28018,"Λουκιανός - Άπαντα, Τόμος Τρίτος","Lucian, of Samosata",el,Precursors of Science Fiction,Public domain in the USA.,FALSE,120,180
